textID,text,requesta_question_type,requesta_question,requesta_answer
lifespan_development_9_3,"Adolescent thought is characterized by several other tendencies that stem from teens’ new ability to think about what is possible. First is the ability to think in complex ways about abstract ideas. Adolescents become aware of the world of ideas that don’t necessarily exist in physical form, and concepts, like justice, equality, equity, and truth take on new and profound importance. A child in the concrete operations stage might be able to talk about respect in simple terms, such as the give and take of mutual benefits (i.e., respect is when you are kind and share your things. An adolescent’s description would be much more nuanced and might include a discussion of equality and fairness (another abstract yet real concept).
Adolescents are also able to think about multiple dimensions of a problem or situation and the way various factors combine to influence an observed outcome. For example, when faced with a dress code violation at school, a high school student might be able to see how the policy creates a standard against which all students are held, while also arguing against the lost class time that being sent home to change entails. Seeing the irony of such a situation is a hallmark of adolescent thinking and may lead to frustration and de-idealization of the adults who control their world. An appreciation of sarcasm, which relies on the ability to think in multiple dimensions and from multiple perspectives, also emerges in adolescence (Glenwright et al., 2017). Not only can adolescents begin to understand when sarcasm is being used, but they can begin to understand its functional use in public discourse. Questioning rules, especially rules that seem arbitrary, is another hallmark of the adolescent experience.
Because they can now think about possibilities, in both abstract ways and in multiple dimensions, adolescents also develop relativistic thinking, which is the belief that most truths and statements of fact are relative to the position of the observer (Chandler et al., 1990). Prior to this stage, children tend to think in absolutes (e.g., right versus wrong; good versus bad). Adolescents who have developed more relativistic thinking can simultaneously evaluate the possibility that both positions can exist, depending on whose perspective you are taking. For example, if two friends are discussing whose answer on a test was correct, a teenager would be able to see how both friends could be right given the context of their examples in the answer. They could then use this information to discuss with their instructor how to gain a better understanding of the material. When all things are possible and all perspectives can be considered, everyone can seem correct . . . and everyone can seem wrong. It’s a matter of perspective.",inference,"Q3: Given adolescents' growing capacity to think across multiple dimensions and detect irony, how are they likely to respond to school rules they view as arbitrary?

A) Accepting such directives as reasonable compromises once they consider multiple viewpoints

B) Aiming for clear right-or-wrong judgments that make directives easier to follow

C) Challenging or negotiating such directives with the adults in charge

D) Using sarcasm to lighten the situation and strengthen rapport with rule-makers",Q3: C) Challenging or negotiating such directives with the adults in charge
lifespan_development_9_3,"Adolescent thought is characterized by several other tendencies that stem from teens’ new ability to think about what is possible. First is the ability to think in complex ways about abstract ideas. Adolescents become aware of the world of ideas that don’t necessarily exist in physical form, and concepts, like justice, equality, equity, and truth take on new and profound importance. A child in the concrete operations stage might be able to talk about respect in simple terms, such as the give and take of mutual benefits (i.e., respect is when you are kind and share your things. An adolescent’s description would be much more nuanced and might include a discussion of equality and fairness (another abstract yet real concept).
Adolescents are also able to think about multiple dimensions of a problem or situation and the way various factors combine to influence an observed outcome. For example, when faced with a dress code violation at school, a high school student might be able to see how the policy creates a standard against which all students are held, while also arguing against the lost class time that being sent home to change entails. Seeing the irony of such a situation is a hallmark of adolescent thinking and may lead to frustration and de-idealization of the adults who control their world. An appreciation of sarcasm, which relies on the ability to think in multiple dimensions and from multiple perspectives, also emerges in adolescence (Glenwright et al., 2017). Not only can adolescents begin to understand when sarcasm is being used, but they can begin to understand its functional use in public discourse. Questioning rules, especially rules that seem arbitrary, is another hallmark of the adolescent experience.
Because they can now think about possibilities, in both abstract ways and in multiple dimensions, adolescents also develop relativistic thinking, which is the belief that most truths and statements of fact are relative to the position of the observer (Chandler et al., 1990). Prior to this stage, children tend to think in absolutes (e.g., right versus wrong; good versus bad). Adolescents who have developed more relativistic thinking can simultaneously evaluate the possibility that both positions can exist, depending on whose perspective you are taking. For example, if two friends are discussing whose answer on a test was correct, a teenager would be able to see how both friends could be right given the context of their examples in the answer. They could then use this information to discuss with their instructor how to gain a better understanding of the material. When all things are possible and all perspectives can be considered, everyone can seem correct . . . and everyone can seem wrong. It’s a matter of perspective.",inference,"Q4: How does the development of relativistic thinking most likely affect adolescents’ judgments about issues like school rules or exam responses?
  
A) They hesitate to choose, as context can make both seem right.
  
B) They rely on adults to determine the correct stance to reduce ambiguity.
  
C) They resolve questions faster because higher-level reasoning points to one best option.
  
D) They treat correctness as independent of context, making evaluation straightforward.","Q4: A) They hesitate to choose, as context can make both seem right."
lifespan_development_9_3,"Adolescent thought is characterized by several other tendencies that stem from teens’ new ability to think about what is possible. First is the ability to think in complex ways about abstract ideas. Adolescents become aware of the world of ideas that don’t necessarily exist in physical form, and concepts, like justice, equality, equity, and truth take on new and profound importance. A child in the concrete operations stage might be able to talk about respect in simple terms, such as the give and take of mutual benefits (i.e., respect is when you are kind and share your things. An adolescent’s description would be much more nuanced and might include a discussion of equality and fairness (another abstract yet real concept).
Adolescents are also able to think about multiple dimensions of a problem or situation and the way various factors combine to influence an observed outcome. For example, when faced with a dress code violation at school, a high school student might be able to see how the policy creates a standard against which all students are held, while also arguing against the lost class time that being sent home to change entails. Seeing the irony of such a situation is a hallmark of adolescent thinking and may lead to frustration and de-idealization of the adults who control their world. An appreciation of sarcasm, which relies on the ability to think in multiple dimensions and from multiple perspectives, also emerges in adolescence (Glenwright et al., 2017). Not only can adolescents begin to understand when sarcasm is being used, but they can begin to understand its functional use in public discourse. Questioning rules, especially rules that seem arbitrary, is another hallmark of the adolescent experience.
Because they can now think about possibilities, in both abstract ways and in multiple dimensions, adolescents also develop relativistic thinking, which is the belief that most truths and statements of fact are relative to the position of the observer (Chandler et al., 1990). Prior to this stage, children tend to think in absolutes (e.g., right versus wrong; good versus bad). Adolescents who have developed more relativistic thinking can simultaneously evaluate the possibility that both positions can exist, depending on whose perspective you are taking. For example, if two friends are discussing whose answer on a test was correct, a teenager would be able to see how both friends could be right given the context of their examples in the answer. They could then use this information to discuss with their instructor how to gain a better understanding of the material. When all things are possible and all perspectives can be considered, everyone can seem correct . . . and everyone can seem wrong. It’s a matter of perspective.",main_idea,"Q5: Which statement best summarizes the text?
  
A) Adolescents develop abstract, perspective-taking, relativistic thinking, which yields nuanced judgments and increased questioning of authority.
  
B) Appreciating irony and sarcasm helps adolescents communicate more effectively and navigate social situations.
  
C) Considering multiple viewpoints leads adolescents to see truth as subjective and to resolve disagreements through discussion.
  
D) Greater skepticism toward rules in adolescence often produces frustration and conflict with authority figures.","Q5: A) Adolescents develop abstract, perspective-taking, relativistic thinking, which yields nuanced judgments and increased questioning of authority."
sociology_1_1,"All sociologists are interested in the experiences of individuals and how those experiences are shaped by interactions with social groups and society. To a sociologist, the personal decisions an individual makes do not exist in a vacuum. Cultural patterns, social forces and influences put pressure on people to select one choice over another. Sociologists try to identify these general patterns by examining the behavior of large groups of people living in the same society and experiencing the same societal pressures.
Consider the changes in U.S. families. The “typical” family in past decades consisted of married parents living in a home with their unmarried children. Today, the percent of unmarried couples, same-sex couples, single-parent and single-adult households is increasing, as well as is the number of expanded households, in which extended family members such as grandparents, cousins, or adult children live together in the family home. While 15 million mothers still make up the majority of single parents, 3.5 million fathers are also raising their children alone (U.S. Census Bureau, 2020).
Some sociologists study social facts—the laws, morals, values, religious beliefs, customs, fashions, rituals, and cultural rules that govern social life—that may contribute to these changes in the family. Do people in the United States view marriage and family differently over the years? Do employment and economic conditions play a role in families? Other sociologists are studying the consequences of these new patterns, such as the ways children influence and are influenced by them and/or the changing needs for education, housing, and healthcare.
Sociologists identify and study patterns related to all kinds of contemporary social issues. The “Stop and Frisk” policy, the emergence of new political factions, how Twitter influences everyday communication—these are all examples of topics that sociologists might explore.
A key component of the sociological perspective is the idea that the individual and society are inseparable. It is impossible to study one without the other. German sociologist Norbert Elias called the process of simultaneously analyzing the behavior of individuals and the society that shapes that behavior figuration.
Consider religion. While people experience religion in a distinctly individual manner, religion exists in a larger social context as a social institution. For instance, an individual’s religious practice may be influenced by what government dictates, holidays, teachers, places of worship, rituals, and so on. In simpler terms, figuration means that as one analyzes the social institutions in a society, the individuals using that institution in any fashion need to be ‘figured’ in to the analysis.",fact,"Q1: Which sociologist labeled the process of analyzing individuals together with the society shaping them as “figuration”?
  
A) Émile Durkheim
  
B) Norbert Elias
  
C) Karl Marx
  
D) Max Weber",Q1: B) Norbert Elias
sociology_1_1,"All sociologists are interested in the experiences of individuals and how those experiences are shaped by interactions with social groups and society. To a sociologist, the personal decisions an individual makes do not exist in a vacuum. Cultural patterns, social forces and influences put pressure on people to select one choice over another. Sociologists try to identify these general patterns by examining the behavior of large groups of people living in the same society and experiencing the same societal pressures.
Consider the changes in U.S. families. The “typical” family in past decades consisted of married parents living in a home with their unmarried children. Today, the percent of unmarried couples, same-sex couples, single-parent and single-adult households is increasing, as well as is the number of expanded households, in which extended family members such as grandparents, cousins, or adult children live together in the family home. While 15 million mothers still make up the majority of single parents, 3.5 million fathers are also raising their children alone (U.S. Census Bureau, 2020).
Some sociologists study social facts—the laws, morals, values, religious beliefs, customs, fashions, rituals, and cultural rules that govern social life—that may contribute to these changes in the family. Do people in the United States view marriage and family differently over the years? Do employment and economic conditions play a role in families? Other sociologists are studying the consequences of these new patterns, such as the ways children influence and are influenced by them and/or the changing needs for education, housing, and healthcare.
Sociologists identify and study patterns related to all kinds of contemporary social issues. The “Stop and Frisk” policy, the emergence of new political factions, how Twitter influences everyday communication—these are all examples of topics that sociologists might explore.
A key component of the sociological perspective is the idea that the individual and society are inseparable. It is impossible to study one without the other. German sociologist Norbert Elias called the process of simultaneously analyzing the behavior of individuals and the society that shapes that behavior figuration.
Consider religion. While people experience religion in a distinctly individual manner, religion exists in a larger social context as a social institution. For instance, an individual’s religious practice may be influenced by what government dictates, holidays, teachers, places of worship, rituals, and so on. In simpler terms, figuration means that as one analyzes the social institutions in a society, the individuals using that institution in any fashion need to be ‘figured’ in to the analysis.",fact,"Q2: About how many single mothers and single fathers were raising children in the United States in 2020?
  
A) 3.5 million mothers and 15 million fathers
  
B) 10 million mothers and 7 million fathers
  
C) 15 million mothers and 3.5 million fathers
  
D) 20 million mothers and 1 million fathers",Q2: C) 15 million mothers and 3.5 million fathers
sociology_1_1,"All sociologists are interested in the experiences of individuals and how those experiences are shaped by interactions with social groups and society. To a sociologist, the personal decisions an individual makes do not exist in a vacuum. Cultural patterns, social forces and influences put pressure on people to select one choice over another. Sociologists try to identify these general patterns by examining the behavior of large groups of people living in the same society and experiencing the same societal pressures.
Consider the changes in U.S. families. The “typical” family in past decades consisted of married parents living in a home with their unmarried children. Today, the percent of unmarried couples, same-sex couples, single-parent and single-adult households is increasing, as well as is the number of expanded households, in which extended family members such as grandparents, cousins, or adult children live together in the family home. While 15 million mothers still make up the majority of single parents, 3.5 million fathers are also raising their children alone (U.S. Census Bureau, 2020).
Some sociologists study social facts—the laws, morals, values, religious beliefs, customs, fashions, rituals, and cultural rules that govern social life—that may contribute to these changes in the family. Do people in the United States view marriage and family differently over the years? Do employment and economic conditions play a role in families? Other sociologists are studying the consequences of these new patterns, such as the ways children influence and are influenced by them and/or the changing needs for education, housing, and healthcare.
Sociologists identify and study patterns related to all kinds of contemporary social issues. The “Stop and Frisk” policy, the emergence of new political factions, how Twitter influences everyday communication—these are all examples of topics that sociologists might explore.
A key component of the sociological perspective is the idea that the individual and society are inseparable. It is impossible to study one without the other. German sociologist Norbert Elias called the process of simultaneously analyzing the behavior of individuals and the society that shapes that behavior figuration.
Consider religion. While people experience religion in a distinctly individual manner, religion exists in a larger social context as a social institution. For instance, an individual’s religious practice may be influenced by what government dictates, holidays, teachers, places of worship, rituals, and so on. In simpler terms, figuration means that as one analyzes the social institutions in a society, the individuals using that institution in any fashion need to be ‘figured’ in to the analysis.",inference,"Q3: Which underlying influences best account for the growing variety of household types in the United States?
  
A) Changing views of marriage and labor-market conditions
  
B) Expanding needs for education, housing, and healthcare services
  
C) Increases in fertility rates and extended life expectancy
  
D) Personal preferences that operate largely without societal pressure",Q3: A) Changing views of marriage and labor-market conditions
sociology_1_1,"All sociologists are interested in the experiences of individuals and how those experiences are shaped by interactions with social groups and society. To a sociologist, the personal decisions an individual makes do not exist in a vacuum. Cultural patterns, social forces and influences put pressure on people to select one choice over another. Sociologists try to identify these general patterns by examining the behavior of large groups of people living in the same society and experiencing the same societal pressures.
Consider the changes in U.S. families. The “typical” family in past decades consisted of married parents living in a home with their unmarried children. Today, the percent of unmarried couples, same-sex couples, single-parent and single-adult households is increasing, as well as is the number of expanded households, in which extended family members such as grandparents, cousins, or adult children live together in the family home. While 15 million mothers still make up the majority of single parents, 3.5 million fathers are also raising their children alone (U.S. Census Bureau, 2020).
Some sociologists study social facts—the laws, morals, values, religious beliefs, customs, fashions, rituals, and cultural rules that govern social life—that may contribute to these changes in the family. Do people in the United States view marriage and family differently over the years? Do employment and economic conditions play a role in families? Other sociologists are studying the consequences of these new patterns, such as the ways children influence and are influenced by them and/or the changing needs for education, housing, and healthcare.
Sociologists identify and study patterns related to all kinds of contemporary social issues. The “Stop and Frisk” policy, the emergence of new political factions, how Twitter influences everyday communication—these are all examples of topics that sociologists might explore.
A key component of the sociological perspective is the idea that the individual and society are inseparable. It is impossible to study one without the other. German sociologist Norbert Elias called the process of simultaneously analyzing the behavior of individuals and the society that shapes that behavior figuration.
Consider religion. While people experience religion in a distinctly individual manner, religion exists in a larger social context as a social institution. For instance, an individual’s religious practice may be influenced by what government dictates, holidays, teachers, places of worship, rituals, and so on. In simpler terms, figuration means that as one analyzes the social institutions in a society, the individuals using that institution in any fashion need to be ‘figured’ in to the analysis.",inference,"Q4: Under a figurational view, what is the most likely outcome when a government revises policies that govern worship practices?
A) Both personal observance and institutional routines change little, as traditions tend to buffer outside pressures.
B) Personal observance changes with new rules, while organizational practices largely persist without alteration.
C) Organizational practices adjust for compliance, while congregants’ habits remain much as before.
D) Personal observance changes with new rules, and over time organizations adjust routines.","Q4: D) Personal observance changes with new rules, and over time organizations adjust routines."
sociology_1_1,"All sociologists are interested in the experiences of individuals and how those experiences are shaped by interactions with social groups and society. To a sociologist, the personal decisions an individual makes do not exist in a vacuum. Cultural patterns, social forces and influences put pressure on people to select one choice over another. Sociologists try to identify these general patterns by examining the behavior of large groups of people living in the same society and experiencing the same societal pressures.
Consider the changes in U.S. families. The “typical” family in past decades consisted of married parents living in a home with their unmarried children. Today, the percent of unmarried couples, same-sex couples, single-parent and single-adult households is increasing, as well as is the number of expanded households, in which extended family members such as grandparents, cousins, or adult children live together in the family home. While 15 million mothers still make up the majority of single parents, 3.5 million fathers are also raising their children alone (U.S. Census Bureau, 2020).
Some sociologists study social facts—the laws, morals, values, religious beliefs, customs, fashions, rituals, and cultural rules that govern social life—that may contribute to these changes in the family. Do people in the United States view marriage and family differently over the years? Do employment and economic conditions play a role in families? Other sociologists are studying the consequences of these new patterns, such as the ways children influence and are influenced by them and/or the changing needs for education, housing, and healthcare.
Sociologists identify and study patterns related to all kinds of contemporary social issues. The “Stop and Frisk” policy, the emergence of new political factions, how Twitter influences everyday communication—these are all examples of topics that sociologists might explore.
A key component of the sociological perspective is the idea that the individual and society are inseparable. It is impossible to study one without the other. German sociologist Norbert Elias called the process of simultaneously analyzing the behavior of individuals and the society that shapes that behavior figuration.
Consider religion. While people experience religion in a distinctly individual manner, religion exists in a larger social context as a social institution. For instance, an individual’s religious practice may be influenced by what government dictates, holidays, teachers, places of worship, rituals, and so on. In simpler terms, figuration means that as one analyzes the social institutions in a society, the individuals using that institution in any fashion need to be ‘figured’ in to the analysis.",main_idea,"Q5: Which statement best summarizes the text?
A) Sociology centers on contemporary policy issues such as policing, political realignments, and social media’s impact on communication and community life.
B) Sociology examines how religious institutions influence personal practice and ritual within broader cultural contexts and everyday life.
C) Sociology explores the interdependence of individuals and society by analyzing social facts and patterns shaping behavior and institutions.
D) Sociology mainly documents changes in U.S. family forms and their effects on children and social services.",Q5: C) Sociology explores the interdependence of individuals and society by analyzing social facts and patterns shaping behavior and institutions.
sociology_11_2,"Functionalism emphasizes that all the elements of society have functions that promote solidarity and maintain order and stability in society. Hence, we can observe people from various racial and ethnic backgrounds interacting harmoniously in a state of social balance. Problems arise when one or more racial or ethnic groups experience inequalities and discriminations. This creates tension and conflict resulting in temporary dysfunction of the social system. To restore the society’s pre-disturbed state or to seek a new equilibrium, the police department and various parts of the system require changes and compensatory adjustments.
Another way to apply the functionalist perspective to race and ethnicity is to discuss the way racism can contribute positively to the functioning of society by strengthening bonds between in-group members through the ostracism of out-group members. Consider how a community might increase solidarity by refusing to allow outsiders access. On the other hand, Rose (1951) suggested that dysfunctions associated with racism include the failure to take advantage of talent in the subjugated group, and that society must divert from other purposes the time and effort needed to maintain artificially constructed racial boundaries.
In the view of functionalism, racial and ethnic inequalities must have served an important function in order to exist as long as they have. Nash (1964) focused his argument on the way racism is functional for the dominant group, for example, suggesting that racism morally justifies a racially unequal society.
Interactionism
For symbolic interactionists, race and ethnicity provide strong symbols as sources of identity. In fact, some interactionists propose that the symbols of race, not race itself, are what lead to racism. Famed Interactionist Herbert Blumer (1958) suggested that racial prejudice is formed through interactions between members of the dominant group: Without these interactions, individuals in the dominant group would not hold racist views. These interactions contribute to an abstract picture of the subordinate group that allows the dominant group to support its view of the subordinate group, and thus maintains the status quo. An example of this might be an individual whose beliefs about a particular group are based on images conveyed in popular media, and those are unquestionably believed because the individual has never personally met a member of that group.
Another way to apply the interactionist perspective is to look at how people define their races and the race of others. Some people who claim a White identity have a greater amount of skin pigmentation than some people who claim a Black identity; how did they come to define themselves as Black or White?",fact,"Q1: When racial or ethnic inequalities disrupt social stability, what action does functionalism expect from institutions?
  
A) Divert public resources to uphold racial boundaries.
  
B) Enforce social exclusion to bolster in-group solidarity.
  
C) Implement reforms, including in policing, to regain balance.
  
D) Rely on interactions to maintain the status quo.","Q1: C) Implement reforms, including in policing, to regain balance."
sociology_11_2,"Functionalism emphasizes that all the elements of society have functions that promote solidarity and maintain order and stability in society. Hence, we can observe people from various racial and ethnic backgrounds interacting harmoniously in a state of social balance. Problems arise when one or more racial or ethnic groups experience inequalities and discriminations. This creates tension and conflict resulting in temporary dysfunction of the social system. To restore the society’s pre-disturbed state or to seek a new equilibrium, the police department and various parts of the system require changes and compensatory adjustments.
Another way to apply the functionalist perspective to race and ethnicity is to discuss the way racism can contribute positively to the functioning of society by strengthening bonds between in-group members through the ostracism of out-group members. Consider how a community might increase solidarity by refusing to allow outsiders access. On the other hand, Rose (1951) suggested that dysfunctions associated with racism include the failure to take advantage of talent in the subjugated group, and that society must divert from other purposes the time and effort needed to maintain artificially constructed racial boundaries.
In the view of functionalism, racial and ethnic inequalities must have served an important function in order to exist as long as they have. Nash (1964) focused his argument on the way racism is functional for the dominant group, for example, suggesting that racism morally justifies a racially unequal society.
Interactionism
For symbolic interactionists, race and ethnicity provide strong symbols as sources of identity. In fact, some interactionists propose that the symbols of race, not race itself, are what lead to racism. Famed Interactionist Herbert Blumer (1958) suggested that racial prejudice is formed through interactions between members of the dominant group: Without these interactions, individuals in the dominant group would not hold racist views. These interactions contribute to an abstract picture of the subordinate group that allows the dominant group to support its view of the subordinate group, and thus maintains the status quo. An example of this might be an individual whose beliefs about a particular group are based on images conveyed in popular media, and those are unquestionably believed because the individual has never personally met a member of that group.
Another way to apply the interactionist perspective is to look at how people define their races and the race of others. Some people who claim a White identity have a greater amount of skin pigmentation than some people who claim a Black identity; how did they come to define themselves as Black or White?",fact,"Q2: According to Herbert Blumer’s symbolic interactionism, what causes racial prejudice?
  
A) Direct encounters with minority members that replace abstract images with personal knowledge and reduce bias.
  
B) Functional needs of the social system that boost cohesion by excluding outsiders and enforcing boundaries.
  
C) In-group contacts among dominants that form generalized images of out-groups and preserve the status quo.
  
D) Misclassification of one’s own and others’ racial identities that occurs through everyday labeling practices.",Q2: C) In-group contacts among dominants that form generalized images of out-groups and preserve the status quo.
sociology_11_2,"Functionalism emphasizes that all the elements of society have functions that promote solidarity and maintain order and stability in society. Hence, we can observe people from various racial and ethnic backgrounds interacting harmoniously in a state of social balance. Problems arise when one or more racial or ethnic groups experience inequalities and discriminations. This creates tension and conflict resulting in temporary dysfunction of the social system. To restore the society’s pre-disturbed state or to seek a new equilibrium, the police department and various parts of the system require changes and compensatory adjustments.
Another way to apply the functionalist perspective to race and ethnicity is to discuss the way racism can contribute positively to the functioning of society by strengthening bonds between in-group members through the ostracism of out-group members. Consider how a community might increase solidarity by refusing to allow outsiders access. On the other hand, Rose (1951) suggested that dysfunctions associated with racism include the failure to take advantage of talent in the subjugated group, and that society must divert from other purposes the time and effort needed to maintain artificially constructed racial boundaries.
In the view of functionalism, racial and ethnic inequalities must have served an important function in order to exist as long as they have. Nash (1964) focused his argument on the way racism is functional for the dominant group, for example, suggesting that racism morally justifies a racially unequal society.
Interactionism
For symbolic interactionists, race and ethnicity provide strong symbols as sources of identity. In fact, some interactionists propose that the symbols of race, not race itself, are what lead to racism. Famed Interactionist Herbert Blumer (1958) suggested that racial prejudice is formed through interactions between members of the dominant group: Without these interactions, individuals in the dominant group would not hold racist views. These interactions contribute to an abstract picture of the subordinate group that allows the dominant group to support its view of the subordinate group, and thus maintains the status quo. An example of this might be an individual whose beliefs about a particular group are based on images conveyed in popular media, and those are unquestionably believed because the individual has never personally met a member of that group.
Another way to apply the interactionist perspective is to look at how people define their races and the race of others. Some people who claim a White identity have a greater amount of skin pigmentation than some people who claim a Black identity; how did they come to define themselves as Black or White?",inference,"Q3: If prejudice stems from dominant-group interactions and abstract images of out-groups, which strategy would be most likely to diminish it?
  
A) Adopt colorblind messaging in schools and reduce references to racial categories.
  
B) Emphasize inequality’s integrative functions and preserve existing group boundaries.
  
C) Increase penalties for bias incidents and expand monitoring to deter offenses.
  
D) Promote sustained cooperative contact across groups and diversify accurate media portrayals.",Q3: D) Promote sustained cooperative contact across groups and diversify accurate media portrayals.
sociology_11_2,"Functionalism emphasizes that all the elements of society have functions that promote solidarity and maintain order and stability in society. Hence, we can observe people from various racial and ethnic backgrounds interacting harmoniously in a state of social balance. Problems arise when one or more racial or ethnic groups experience inequalities and discriminations. This creates tension and conflict resulting in temporary dysfunction of the social system. To restore the society’s pre-disturbed state or to seek a new equilibrium, the police department and various parts of the system require changes and compensatory adjustments.
Another way to apply the functionalist perspective to race and ethnicity is to discuss the way racism can contribute positively to the functioning of society by strengthening bonds between in-group members through the ostracism of out-group members. Consider how a community might increase solidarity by refusing to allow outsiders access. On the other hand, Rose (1951) suggested that dysfunctions associated with racism include the failure to take advantage of talent in the subjugated group, and that society must divert from other purposes the time and effort needed to maintain artificially constructed racial boundaries.
In the view of functionalism, racial and ethnic inequalities must have served an important function in order to exist as long as they have. Nash (1964) focused his argument on the way racism is functional for the dominant group, for example, suggesting that racism morally justifies a racially unequal society.
Interactionism
For symbolic interactionists, race and ethnicity provide strong symbols as sources of identity. In fact, some interactionists propose that the symbols of race, not race itself, are what lead to racism. Famed Interactionist Herbert Blumer (1958) suggested that racial prejudice is formed through interactions between members of the dominant group: Without these interactions, individuals in the dominant group would not hold racist views. These interactions contribute to an abstract picture of the subordinate group that allows the dominant group to support its view of the subordinate group, and thus maintains the status quo. An example of this might be an individual whose beliefs about a particular group are based on images conveyed in popular media, and those are unquestionably believed because the individual has never personally met a member of that group.
Another way to apply the interactionist perspective is to look at how people define their races and the race of others. Some people who claim a White identity have a greater amount of skin pigmentation than some people who claim a Black identity; how did they come to define themselves as Black or White?",inference,"Q4: From a functionalist perspective, why might initiatives to reduce racial inequality encounter pushback even if they promise broad social benefits?
  
A) Advantaged groups benefit from the current hierarchy and are motivated to keep it intact.
  
B) Identity concerns lead people to resist reforms because they would alter symbols they use for self-definition.
  
C) Policymakers resist since the adjustments needed to reach a new balance are overly disruptive.
  
D) Reducing boundaries would weaken in-group cohesion without improving overall efficiency.",Q4: A) Advantaged groups benefit from the current hierarchy and are motivated to keep it intact.
sociology_11_2,"Functionalism emphasizes that all the elements of society have functions that promote solidarity and maintain order and stability in society. Hence, we can observe people from various racial and ethnic backgrounds interacting harmoniously in a state of social balance. Problems arise when one or more racial or ethnic groups experience inequalities and discriminations. This creates tension and conflict resulting in temporary dysfunction of the social system. To restore the society’s pre-disturbed state or to seek a new equilibrium, the police department and various parts of the system require changes and compensatory adjustments.
Another way to apply the functionalist perspective to race and ethnicity is to discuss the way racism can contribute positively to the functioning of society by strengthening bonds between in-group members through the ostracism of out-group members. Consider how a community might increase solidarity by refusing to allow outsiders access. On the other hand, Rose (1951) suggested that dysfunctions associated with racism include the failure to take advantage of talent in the subjugated group, and that society must divert from other purposes the time and effort needed to maintain artificially constructed racial boundaries.
In the view of functionalism, racial and ethnic inequalities must have served an important function in order to exist as long as they have. Nash (1964) focused his argument on the way racism is functional for the dominant group, for example, suggesting that racism morally justifies a racially unequal society.
Interactionism
For symbolic interactionists, race and ethnicity provide strong symbols as sources of identity. In fact, some interactionists propose that the symbols of race, not race itself, are what lead to racism. Famed Interactionist Herbert Blumer (1958) suggested that racial prejudice is formed through interactions between members of the dominant group: Without these interactions, individuals in the dominant group would not hold racist views. These interactions contribute to an abstract picture of the subordinate group that allows the dominant group to support its view of the subordinate group, and thus maintains the status quo. An example of this might be an individual whose beliefs about a particular group are based on images conveyed in popular media, and those are unquestionably believed because the individual has never personally met a member of that group.
Another way to apply the interactionist perspective is to look at how people define their races and the race of others. Some people who claim a White identity have a greater amount of skin pigmentation than some people who claim a Black identity; how did they come to define themselves as Black or White?",main_idea,"Q5: Which statement best summarizes the text?

A) The text argues that racism strengthens in-group bonds and is managed by institutions to keep society stable.

B) The text contrasts functionalist and symbolic interactionist views of racial inequality, emphasizing order, symbols, and interaction-based prejudice.

C) The text claims that racial categories are not biological and that media images generate prejudice in dominant groups.

D) The text concludes that racism mainly benefits dominant groups by justifying inequality and wasting minority talent.","Q5: B) The text contrasts functionalist and symbolic interactionist views of racial inequality, emphasizing order, symbols, and interaction-based prejudice."
sociology_3_1,"Although human societies have much in common, cultural differences are far more prevalent than cultural universals. For example, while all cultures have language, analysis of conversational etiquette reveals tremendous differences. In some Middle Eastern cultures, it is common to stand close to others in conversation. Americans keep more distance and maintain a large “personal space.” Additionally, behaviors as simple as eating and drinking vary greatly from culture to culture. Some cultures use tools to put the food in the mouth while others use their fingers. If your professor comes into an early morning class holding a mug of liquid, what do you assume they are drinking? In the U.S., it’s most likely filled with coffee, not Earl Grey tea, a favorite in England, or Yak Butter tea, a staple in Tibet.
Often, however, people express disgust at another culture's cuisine. They might think that it’s gross to eat raw meat from a donkey or parts of a rodent, while they don’t question their own habit of eating cows or pigs.
Such attitudes are examples of ethnocentrism, which means to evaluate and judge another culture based on one’s own cultural norms. Ethnocentrism is believing your group is the correct measuring standard and if other cultures do not measure up to it, they are wrong. As sociologist William Graham Sumner (1906) described the term, it is a belief or attitude that one’s own culture is better than all others. Almost everyone is a little bit ethnocentric.
A high level of appreciation for one’s own culture can be healthy. A shared sense of community pride, for example, connects people in a society. But ethnocentrism can lead to disdain or dislike of other cultures and could cause misunderstanding, stereotyping, and conflict. Cultural imperialism is the deliberate imposition of one’s own cultural values on another culture.
Colonial expansion by Portugal, Spain, Netherlands, and England grew quickly in the fifteenth century was accompanied by severe cultural imperialism. European colonizers often viewed the people in these new lands as uncultured savages who needed to adopt Catholic governance, Christianity, European dress, and other cultural practices.
A modern example of cultural imperialism may include the work of international aid agencies who introduce agricultural methods and plant species from developed countries into areas that are better served by indigenous varieties and agricultural approaches to the particular region. Another example would be the deforestation of the Amazon Basin as indigenous cultures lose land to timber corporations.",fact,"Q1: What does ethnocentrism mean?

A) Deliberately imposing one group’s values and practices on another.

B) Expressing pride in one’s community to strengthen social bonds.

C) Judging other cultures by one’s standards, deeming yours superior.

D) Recognizing common features shared by societies, such as language.","Q1: C) Judging other cultures by one’s standards, deeming yours superior."
